Hotel Id,Hotel name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(08th Aug to 30th Sep,Season2(01st Oct to 24th Oct) ,Season3(25th Oct to 10th Nov),Season4(11th Nov to 19th Dec) ,Season5(20th Dec to 23rd Dec),Season6(24th Dec),Season7(25th Dec to 30th Dec),Season8(31st Dec),Season9(1st Jan to 10 Jan),website
HOTEL4860,Hotel Hill View,"Near Blossom Hydel Park, SH16, Moolakadai, Munnar, Kerala 685612, Phone:04865 230 567",52,3STAR,Deluxe\Super Deluxe,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,1000\1000\1000\1000\1800\1000\2400\1000\1000,500\500\500\500\1300\500\1900\500\500,700\700\700\700\700\700\700\700\700,1000\1000\1000\1000\1000\1000\1000\1000\1000,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,3000\3500\0\0\0\0\0\0\0,3000\3500\0\0\0\0\0\0\0,4000\4500\0\0\0\0\0\0\0,3000\3500\0\0\0\0\0\0\0,4000\4500\0\0\0\0\0\0\0,5600\6100\0\0\0\0\0\0\0,4000\4500\0\0\0\0\0\0\0,6800\7300\0\0\0\0\0\0\0,4000\4500\0\0\0\0\0\0\0,www.hillviewmunnar.com
HOTEL4862,Birds Valley Resort,"Kunjithanny, Munnar, Idukky, Kerala 685565, Phone:04865 265 500",52,3STAR,Valley View\Honeymoon Cottage,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,800\800\800\800\1800\800\2300\800\800,400\400\400\400\1400\400\1900\400\400,750\750\750\750\750\750\750\750\750,2000\2000\2000\2000\2000\2000\2000\2000\2000,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,3250\4750\0\0\0\0\0\0\0,3250\4750\0\0\0\0\0\0\0,3250\4750\0\0\0\0\0\0\0,4250\5750\0\0\0\0\0\0\0,4250\5750\0\0\0\0\0\0\0,6250\7750\0\0\0\0\0\0\0,4250\5750\0\0\0\0\0\0\0,7250\8750\0\0\0\0\0\0\0,4250\5750\0\0\0\0\0\0\0,www.birdsvalley.com
HOTEL4866,Hotel C7,"Tea Museum Road, Nullatanni, Munnar, Kerala 685612, Phone:04865 230 217",52,2STAR,Deluxe\Galaxy Garden View\Club Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,900\900\1300\1300\1300\1300\1300\900\900,400\400\800\800\800\800\800\400\400,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,3200\3500\4400\0\0\0\0\0\0,3200\3500\4400\0\0\0\0\0\0,3200\3500\4400\0\0\0\0\0\0,3200\3500\4400\0\0\0\0\0\0,3200\3500\4400\0\0\0\0\0\0,3200\3500\4400\0\0\0\0\0\0,3200\3500\4400\0\0\0\0\0\0,3200\3500\4400\0\0\0\0\0\0,3200\3500\4400\0\0\0\0\0\0,www.c7hotels.com
HOTEL4867,Misty Lake Resort,"Sengulam, Munnar, Kerala 685565 Phone: 0484 699 9996",52,3STAR,Misty valley view\Misty Honey Moon Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,750\750\750\750\1500\750\1750\750\750,500\500\500\500\1250\500\1500\500\500,750\750\750\750\750\750\750\750\750,1500\1500\1500\1500\1500\1500\1500\1500\1500,750\750\750\750\750\750\750\750\750,500\500\500\500\500\500\500\500\500,3000\3800\0\0\0\0\0\0\0,3000\3800\0\0\0\0\0\0\0,3000\3800\0\0\0\0\0\0\0,3000\3800\0\0\0\0\0\0\0,3000\3800\0\0\0\0\0\0\0,4500\5300\0\0\0\0\0\0\0,3000\3800\0\0\0\0\0\0\0,5000\5800\0\0\0\0\0\0\0,3000\3800\0\0\0\0\0\0\0,www.mistylakeresortsmunnar.com
HOTEL4868,Igloo Nature Resort,"Power House Road, Chithirapuram, Munnar, Kerala 685565 Phone: 097457 67485",52,3STAR,Executive\Family Cottage,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,1200\1200\1200\1200\1200\1200\1200\1200\1200,500\500\500\500\500\500\500\500\500,200\200\200\200\200\200\200\200\200,2400\4000\0\0\0\0\0\0\0\0,2400\4000\0\0\0\0\0\0\0\0,2400\4000\0\0\0\0\0\0\0\0,2400\4000\0\0\0\0\0\0\0\0,2400\4000\0\0\0\0\0\0\0\0,2400\4000\0\0\0\0\0\0\0\0,2400\4000\0\0\0\0\0\0\0\0,2400\4000\0\0\0\0\0\0\0\0,2400\4000\0\0\0\0\0\0\0\0,igloomunnar.in
HOTEL4869,Archana Residency,"M.S.A Road, Dist Idduki, Near High Range Club, Munnar, Kerala 685612  Phone: 04865 230 286",52,3STAR,Executive\Riverview\Galaxy,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,500\500\500\500\500\500\500\500\500,600\600\600\600\600\600\600\600\600,1000\1000\1000\1000\1000\1000\1000\1000,250\250\250\250\250\250\250\250\250,250\250\250\250\250\250\250\250\250,2400\2800\3200\0\0\0\0\0\0\0,2400\2800\3200\0\0\0\0\0\0\0,2400\2800\3200\0\0\0\0\0\0\0,2400\2800\3200\0\0\0\0\0\0\0,3400\3800\4200\0\0\0\0\0\0,3400\3800\4200\0\0\0\0\0\0,3400\3800\4200\0\0\0\0\0\0,3400\3800\4200\0\0\0\0\0\0,3400\3800\4200\0\0\0\0\0\0,www.archanaresidency.com
HOTEL4870,Bellmount Resort," NH Road, Central Munnar,, Kerala 685612, Phone:094955 41212",52,2STAR,Deluxe\Super Deluxe\Galaxy,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,250\250\250\250\250\250\250\250\250,750\750\750\750\750\750\750\750\750,1000\1000\1000\1000\1000\1000\1000\1000,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,3200\3700\4200\0\0\0\0\0\0,3200\3700\4200\0\0\0\0\0\0,3200\3700\4200\0\0\0\0\0\0,3200\3700\4200\0\0\0\0\0\0,3200\3700\4200\0\0\0\0\0\0,www.bellmountmunnar.in
HOTEL4871,Laspalms Munnar,"NH 49, Devikulam P. O, Munnar, Idukki, Munnar, Keral",52,2STAR,Standard,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2500\0\0\0\0\0\0\0\0,2500\0\0\0\0\0\0\0\0,2500\0\0\0\0\0\0\0\0,2500\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,2500\0\0\0\0\0\0\0\0,www.sealordhotels.com
HOTEL4872,Nest Resort,"  Munnar -Anachal Road Chithirapuram, Chithirapuram, MUNNAR, KERALA, 685565, ., Kerala 685565  Phone: 04865 263 204",52,2STAR,Deluxe Room\Suite Room,250\250\250\250\250\250\250\250\250,250\250\250\250\250\250\250\250\250,300\300\300\300\300\300\300\300\300,150\150\150\150\150\150\150\150\150,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,1100\1200\0\0\0\0\0\0\0,1100\1200\0\0\0\0\0\0\0,1100\1200\0\0\0\0\0\0\0,1100\1200\0\0\0\0\0\0\0,1100\1200\0\0\0\0\0\0\0,1100\1200\0\0\0\0\0\0\0,1100\1200\0\0\0\0\0\0\0,1100\1200\0\0\0\0\0\0\0,1100\1200\0\0\0\0\0\0\0,www.munnarnestresort.com
HOTEL4873,Elephant Court,"Amalambika Rd, Thekkady, Kumily, Kerala 685509Phone: 096338 11199",54,5STAR,Patio/Garden Suite/Honeymoon Suite/Pool Studio,900\900\900\900\900\900\900\900\900,900\900\900\900\900\900\900\900\900,2000\2000\2000\2000\3500\2000\4500\2000\2000,500\500\500\500\1250\500\1750\500\500,1500\1500\1500\1500\1500\1500\1500\1500\1500,3000\3000\3000\3000\3000\3000\3000\3000\3000,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,6500\13500\15000\25000\0\0\0\0\0,6500\13500\15000\25000\0\0\0\0\0,8000\15000\16500\26500\0\0\0\0\0,6500\13500\15000\25000\0\0\0\0\0,9500\16500/18000\28000\0\0\0\0\0,12500\19500\21000\31000\0\0\0\0\0,9500\16500/18000\28000\0\0\0\0\0,14500\21500\23000\33000\0\0\0\0\0,9500\16500/18000\28000\0\0\0\0\0,theelephantcourt.com
HOTEL4874,Holiday Vista," KK Road, Thekkady, Idukki, Kumily, Kerala 685509 Phone: 04869 224 800",54,4STAR,Standard (Gold Jewel)/Deluxe (Platinum Jewel)Suite (Diamod Jewel),600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,1200\1200\1200\1200\1200\1200\1200\1200\1200,900\900\900\900\900\900\900\900\900,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3900\4400\5400\0\0\0\0\0\0,3900\4400\5400\0\0\0\0\0\0,4900\5400\6400\0\0\0\0\0\0,3900\4400\5400\0\0\0\0\0\0,4900\5400\6400\0\0\0\0\0\0,4900\5400\6400\0\0\0\0\0\0,4900\5400\6400\0\0\0\0\0\0,4900\5400\6400\0\0\0\0\0\0,4900\5400\6400\0\0\0\0\0\0,www.holidayvista.in
HOTEL4875,Lake Palace,"Thekkady, Idukki, Kerala 685536 Phone: 04869 223 887",54,4STAR,Premium/Suite,1\1\1\1\1\1\1\1\1,1\1\1\1\1\1\1\1\1,4470\5513\5513\5513\5513\5513\5513\5513\4470,2234\3756\2756\2756\2756\2756\2756\2756\2234,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,12205\15093\0\0\0\0\0\0\0,12205\15093\0\0\0\0\0\0\0,16548\20145\0\0\0\0\0\0\0,16548\20145\0\0\0\0\0\0\0,16548\20145\0\0\0\0\0\0\0,16548\20145\0\0\0\0\0\0\0,16548\20145\0\0\0\0\0\0\0,16548\20145\0\0\0\0\0\0\0,16548\20145\0\0\0\0\0\0\0,www.lakepalacethekkady.com
HOTEL4876,Spice Grove,"No. 1/39K, Thekkady - Munnar Road, Idukki District, Anakkara, Kerala 685512 Ph :04868 282 114",54,4STAR,Deluxe/Premium/Family Suite/Honeymoon Suite,500\650\650\500\500\500\500\500\500,500\650\650\500\500\500\500\500\500,1400\1400\1400\1400\1400\1400\1400\1400\1400,600\600\600\600\600\600\600\600\600,1500\1500\1500\1500\1500\1500\1500\1500\1500,1400\1400\1400\1400\1400\1400\1400\1400\1400,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,3900\4500\6500\7500\0\0\0\0\0,3900\4500\6500\7500\0\0\0\0\0,5400\6000\8000\9000\0\0\0\0\0,3900\4500\6500\7500\0\0\0\0\0,5400\6000\8000\9000\0\0\0\0\0,5400\6000\8000\9000\0\0\0\0\0,5400\6000\8000\9000\0\0\0\0\0,5400\6000\8000\9000\0\0\0\0\0,5400\6000\8000\9000\0\0\0\0\0,www.cghearth.com/spice-village
HOTEL4877,Hotel Tree Top,"Kumily Thekkady Road, Thekkady, Idukki, Kerala 685536, Phone:04869 223 287",54,3STAR,Deluxe\Cottage\Bungalow(04 B/R),500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1200\1000\1000\2500\1200\3000\1200\1000,500\600\500\500\2000\600\2500\600\500,2500\2500\2500\2500\2500\2500\2500\2500\2500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3400\4000\10500\0\0\0\0\0\0,3400\4000\10500\0\0\0\0\0\0,4150\4800\12500\0\0\0\0\0\0,4150\4800\12500\0\0\0\0\0\0,4150\4800\12500\0\0\0\0\0\0,7150\7800\15500\0\0\0\0\0\0,4150\4800\12500\0\0\0\0\0\0,8150\8800\16500\0\0\0\0\0\0,4150\4800\12500\0\0\0\0\0\0,hoteltreetop.com
HOTEL4879,Periyar Meadows,"Thekkady Road, Kumily, Kerala 685509,Phone:04869 224 123",54,3STAR,Deluxe\Cottage\Bungalow (04 B/R),400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\1250\1250\1250\2000\1250\1250\750,450\450\450\450\450\450\1200\450\450,1000\1000\1000\1000\1000\1000\1000\1000\1000,1500\1500\1500\1500\1500\1500\1500\1500\1500,650\650\650\650\650\650\650\650\650,500\500\500\500\500\500\500\500\500,2900\3400\3900\4400\0\0\0\0\0,2900\3400\3900\4400\0\0\0\0\0,2900\3400\3900\4400\0\0\0\0\0,3900\4400\4900\5400\0\0\0\0\0,3900\4400\4900\5400\0\0\0\0\0,3900\4400\4900\5400\0\0\0\0\0,3900\4400\4900\5400\0\0\0\0\0,9650\10300\18000\0\0\0\0\0\0,3900\4400\4900\5400\0\0\0\0\0,www.periyarmeadows.com
HOTEL4880,Tigers Roare,"Near Entrance Gate, Periyar Tiger Reserve, Thekkady, Kumily, Kerala 685536 Phone: 094962 49999",54,3STAR,Imperia Deluxe\Elite honeymoon Deluxe\Royal Deluxe\Presidential Deluxe,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,750\750\750\750\1950\750\1950\750\750,300\300\300\300\1500\300\1500\300\300,1500\1500\1500\1500\1500\1500\1500\1500\1500,1200\1200\1200\1200\1200\1200\1200\1200\1200,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,3500\4200\5500\7000\0\0\0\0\0,3500\4200\5500\7000\0\0\0\0\0,4000\4700\6000\7500\0\0\0\0\0,3500\4200\5500\7000\0\0\0\0\0,4000\4700\6000\7500\0\0\0\0\0,6400\7100\8400\9900\0\0\0\0\0,4000\4700\6000\7500\0\0\0\0\0,6400\7100\8400\9900\0\0\0\0\0,4000\4700\6000\7500\0\0\0\0\0,www.tigersroarperiyar.com
HOTEL4881,Abad Green Forest,"Opposite RC Church, Thekkady Junction, Kumily, Kerala 685509  Phone: 04869 224 751",54,3STAR,Jungle logde\Jungle Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\2250\1000\2500\1000\1000,250\250\250\250\1750\250\2250\250\250,1000\1000\1000\1000\1000\1000\1000\1000\1000,250\250\250\250\250\250\250\250\250,750\750\750\750\750\750\750\750\750,500\500\500\500\500\500\500\500\500,4200\5000\0\0\0\0\0\0\0,4200\5000\0\0\0\0\0\0\0,4200\5000\0\0\0\0\0\0\0,4200\5000\0\0\0\0\0\0\0,5200\6000\0\0\0\0\0\0\0,8200\9000\0\0\0\0\0\0\0,5200\6000\0\0\0\0\0\0\0,9200\10000\0\0\0\0\0\0\0,5200\6000\0\0\0\0\0\0\0,www.abadhotels.com/thekkady
HOTEL4882,Grand Thekkady,"Lake Palace Ferry ,Thekkady, Kerala, 685509 Phone: 04869 222 797",54,3STAR,Deluxe Non A/c\Super Deluxe\Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,250\250\250\250\250\250\250\250\250,1000\1000\1000\1000\1000\1000\1000\1000\1000,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,2600\3400\5000\0\0\0\0\0\0,2600\3400\5000\0\0\0\0\0\0,3350\4150\5750\0\0\0\0\0\0,2600\3400\5000\0\0\0\0\0\0,3350\4150\5750\0\0\0\0\0\0,3350\4150\5750\0\0\0\0\0\0,3350\4150\5750\0\0\0\0\0\0,3350\4150\5750\0\0\0\0\0\0,3350\4150\5750\0\0\0\0\0\0,www.grandthekkady.in
HOTEL4883,Jungle Park Resort,"Lake Road, Thekkady, Kumily, Kerala 685509 Phone: 085890 08307",54,3STAR,Jungle view standard\Jungle view Deluxe\Jungle view venus\Triple view Family\Jungle view Family,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,800\800\800\800\800\800\800\800\800,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2700\3000\3800\3800\4300\0\0\0\0,2700\3000\3800\3800\4300\0\0\0\0,3300\3400\4200\4300\4800\0\0\0\0,2700\3000\3800\3800\4300\0\0\0\0,3300\3400\4200\4300\4800\0\0\0\0,3300\3400\4200\4300\4800\0\0\0\0,3300\3400\4200\4300\4800\0\0\0\0,3300\3400\4200\4300\4800\0\0\0\0,3300\3400\4200\4300\4800\0\0\0\0,www.jungleparkresorts.in
HOTEL4884,Sandra Palace,"Thekkady Jn.,Opp. Lourde Church Lake Road,, Kumily, Kerala 685509 04869 224 561",54,2STAR,Deluxe Non AC /Superior Non AC/Luxury Non AC,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,375\375\375\375\375\375\375\375\375,750\750\750\750\750\750\750\750\750,1200\1200\1200\1200\1200\1200\1200\1200\1200,650\650\650\650\650\650\650\650\650,500\500\500\500\500\500\500\500\500,2400\2900\3400\0\0\0\0\0\0,2400\2900\3400\0\0\0\0\0\0,2900\3400\3900\0\0\0\0\0\0,2400\2900\3400\0\0\0\0\0\0,3400\3900\4400\0\0\0\0\0\0,3400\3900\4400\0\0\0\0\0\0,3400\3900\4400\0\0\0\0\0\0,3400\3900\4400\0\0\0\0\0\0,3400\3900\4400\0\0\0\0\0\0,coffeeroutes.in
HOTEL4885,Blooming Paradise,"Kumily Thekkady Rd, Thekkady, Kumily, Kerala 685509  Phone: 04869 222 687",54,2STAR,Standard/Deluxe/Superior/AC Deluxe,250\250\250\250\250\250\250\250\250,250\250\250\250\250\250\250\250\250,500\500\500\500\500\500\500\500\500,150\150\150\150\150\150\150\150\150,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1800\1900\2200\2500\0\0\0\0\0,1800\1900\2200\2500\0\0\0\0\0,2400\2500\2800\3100\0\0\0\0\0,1800\1900\2200\2500\0\0\0\0\0,2400\2500\2800\3100\0\0\0\0\0,2400\2500\2800\3100\0\0\0\0\0,2400\2500\2800\3100\0\0\0\0\0,2400\2500\2800\3100\0\0\0\0\0,2400\2500\2800\3100\0\0\0\0\0,www.bloomingparadise.in
HOTEL4886,Thekkady Woods,"Anavachal Road,Labbakandam bye pass road, Thekkady, Kumily, Idukki, Kerala 685509 Phone: 097477 74903",54,2STAR,Deluxe Non A/c\Premium Non A/c\Suite Non A/c,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,700\700\700\700\700\700\700\700\700,200\200\200\200\200\200\200\200\200,600\600\600\600\600\600\600\600\600,1200\1200\1200\1200\1200\1200\1200\1200\1200,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,2299\2399\3399\0\0\0\0\0\0,2299\2399\3399\0\0\0\0\0\0,2799\3299\3899\0\0\0\0\0\0,2299\2399\3399\0\0\0\0\0\0,3049\3549\4149\0\0\0\0\0\0,3049\3549\4149\0\0\0\0\0\0,3049\3549\4149\0\0\0\0\0\0,3049\3549\4149\0\0\0\0\0\0,3049\3549\4149\0\0\0\0\0\0,www.thekkadywoods.com
HOTEL4887,Silvercrest Thekkady,"Thekkady Road Kumily, Thekkadi, Kerala 685509 Phone: 04869 222 481 ",54,2STAR,Standard,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,800\800\800\800\800\800\800\800\800,800\800\800\800\800\800\800\800\800,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3700\0\0\0\0\0\0\0\0,3700\0\0\0\0\0\0\0\0,3700\0\0\0\0\0\0\0\0,3700\0\0\0\0\0\0\0\0,3700\0\0\0\0\0\0\0\0,sealordhotels.com
HOTEL4888,Season Thekkady,"01, Munnar-Kumily Hwy, Thekkady, Kumily, Kerala 685509 Phone: 04869 224 847    ",54,2STAR,Classic/Classic Executive/Seasons Suite,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,650\650\650\650\650\650\650\650\650,325\325\325\325\325\325\325\325\325,1000\1000\1000\1000\1000\1000\1000\1000\1000,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2700\3200\3700\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2700\3200\3700\0\0\0\0\0\0,2700\3200\3700\0\0\0\0\0\0,2700\3200\3700\0\0\0\0\0\0,2700\3200\3700\0\0\0\0\0\0,2700\3200\3700\0\0\0\0\0\0,www.seasonsthekkady.com
HOTEL4889,Aveda Kumarakom,"V/240-A, Ammankari Road, Kumarakom, Near Nazarath Church, Kottayam, Kerala 686563 Phone: 0481 252 5500",51,4STAR,Lake view Terrace Luxury\Lake view Luxury Cottage\Lake view Luxury villa with plunge pool\Lake view Terrace suite\Lake front Luxury villa plunge pool,1250\1250\1250\1250\1250\1250\1250\1250\1250,1250\1250\1250\1250\1250\1250\1250\1250\1250,3500\3500\3500\3500\3500\3500\3500\3500\3500,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,8000\10000\13000\16000\16000\0\0\0\0,8000\10000\13000\16000\16000\0\0\0\0,8000\10000\13000\16000\16000\0\0\0\0,8000\10000\13000\16000\16000\0\0\0\0,11500\14500\20500\24500\24500\0\0\0\0,17500\20500\26500\30500\30500\0\0\0\0,11500\14500\20500\24500\24500\0\0\0\0,21500\24500\30500\34500\34500\0\0\0\0,11500\14500\20500\24500\24500\0\0\0\0,avedakumarakom.com
HOTEL4890,Lake Song," Ammankari Road, Kumarakom, Kerala 686563, Phone:094460 01498",51,4STAR,Punnamada\Ashtamudi\Vembanadu,650\650\650\650\650\650\650\650\650,650\650\650\650\650\650\650\650\650,1800\1800\1800\2500\4500\2500\6000\2500\1800,1100\1100\1100\1100\3100\1100\4600\1100\1100,1800\1800\1800\1800\1800\1800\1800\1800\1800,3100\3100\3100\3100\3100\3100\3100\3100\3100,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,5900\6980\8100\0\0\0\0\0\0,5900\6980\8100\0\0\0\0\0\0,5900\6980\8100\0\0\0\0\0\0,5900\6980\8100\0\0\0\0\0\0,7300\8400\9500\0\0\0\0\0\0,11300\12400\13500\0\0\0\0\0\0,7300\8400\9500\0\0\0\0\0\0,14300\15400\16500\0\0\0\0\0\0,7300\8400\9500\0\0\0\0\0\0,lakesong-kumarakom.onetime.com
