Hotel_id,Hotel_name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(18th March to 14th April),Season2(15th April to 30th April),Season3(01st May to 31st May),Season4 (01st Jun to 14th Jun),Season 5(15th Jun 30th Jun),Season 6(01st Jul to 31st Jul ),Season 7 (01st Aug to 15 Aug),Season 8(16th Aug to 10th Sep),Season 9(11st Sep to 30th Sep),
HOTEL5144,Abad Whispering Palms,"New Nazarath Road, Konchumada, Kumarakom, Kerala 686563, Phone:0481 252 3824",51,4STAR,Garden View\Lake View,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,1000\1000\1000\1000\1000\1000\1000\1000\1000,400\400\400\400\400\400\400\400\400,1000\1000\1000\1000\1000\1000\1000\1000\1000,850\850\850\850\850\850\850\850\850,750\750\750\750\750\750\750\750\750,650\650\650\650\650\650\650\650\650,4000\5000,4000\5000,4000\5000,4000\5000,4000\5000,4000\5000,4000\5000,4000\5000,4000\5000,
HOTEL5146,Biveras Suites,"Kumarapuram-Pattom Road, Medical College P O, Thiruvananthapuram, Kerala 695011 Phone: 0471 421 1111",56,3STAR,Executive \Deluxe \Super Deluxe \Suite,375\375\375\375\375\375\375\375\375,375\375\375\375\375\375\375\375\375,750\750\750\750\750\750\750\750\750,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,0\0\0\0\0\0\0\0\0,795\795\795\795\795\795\795\795\795,650\650\650\650\650\650\650\650\650,2300\2500\3600\3900,2300\2500\3600\3900,2300\2500\3600\3900,2300\2500\3600\3900,2300\2500\3600\3900,2300\2500\3600\3900,2300\2500\3600\3900,2300\2500\3600\3900,2300\2500\3600\3900,
HOTEL5147,Uday Suites," T.C. 34\757\3, Watts Lane Beach, Shangumugham, Thiruvananthapuram, Kerala 695007 Phone: 0471 250 4333",56,4STAR,Mystica\ixora,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,1000\1000\1000\1000\1000\1000\1000\1000\1000,650\650\650\650\650\650\650\650\650,2750\2750\2750\2750\2750\2750\2750\2750\2750,2750\2750\2750\2750\2750\2750\2750\2750\2750,400\400\400\400\400\400\400\400\400,500\500\500\500\500\500\500\500\500,3100\4100,3100\4100,3100\4100,3100\4100,3100\4100,3100\4100,3100\4100,3100\4100,3100\4100,
HOTEL5148,The Capital,"Near GPO, Pulimood, Thiruvananthapuram, Kerala 695001  Phone: 0471 306 6000",56,3STAR,Standard \Junior Suite \Deluxe Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,2600\3500\4200,2600\3500\4200,2600\3500\4200,2600\3500\4200,2600\3500\4200,2600\3500\4200,2600\3500\4200,2600\3500\4200,2600\3500\4200,
HOTEL5149,Hotel Chaithram,"Near KSRTC Bus Stand, Thampanoor, Thiruvananthapuram, Kerala 695001 Phone: 0471 233 0977",56,2STAR,Deluxe \Premium \Royal Deluxe \Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,948\948\948\948\948\948\948\948\948,474\474\474\474\474\474\474\474\474,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,1885\2400\2648\4628,1885\2400\2648\4628,1885\2400\2648\4628,1885\2400\2648\4628,1885\2400\2648\4628,1885\2400\2648\4628,1885\2400\2648\4628,1885\2400\2648\4628,1885\2400\2648\4628,
HOTEL5150,Samudratheeram Resort," I T D C Grove Beach, Kovalam, Thiruvananthapuram, Kerala 695527,Phone: 097471 23400",49,3STAR,Deluxe\Ocean View\Ocean Superior,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,500\500\500\500\500\500\500\500\500,350\350\350\350\350\350\350\350\350,1000\1000\1000\1000\1000\1000\1000\1000\1000,1500\1500\1500\1500\1500\1500\1500\1500\1500,800\800\800\800\800\800\800\800\800,700\700\700\700\700\700\700\700\700,1800\2000\2800,1800\2000\2800,1800\2000\2800,1800\2000\2800,1800\2000\2800,1800\2000\2800,1800\2000\2800,1800\2000\2800,1800\2000\2800,
HOTEL5151,Swagath Holiday  Resorts,"Near Upasana Hospital, Kovalam Beach Road, Kovalam, Thiruvananthapuram, Kerala 695527,Phone: 09847060880",49,3STAR,Pawan Room,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,500\500\500\500\500\500\500\500\500,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,500\500\500\500\500\500\500\500\500,400\400\400\400\400\400\400\400\400,2000,2000,2000,2000,2000,2000,2000,2000,2000,
HOTEL5152,Uday Samudra,"GV Raja Road, Samudra Beach, Kovalam, Thiruvananthapuram, Kerala 695527,Phone: 0471 248 3111",49,4STAR,Ayur Ashram\Attrium\Exotica Premium\Dlx Suite\Presidential Suite\Maharaja Suite,850\850\850\850\850\850\850\850\850,850\850\850\850\850\850\850\850\850,1500\1500\1500\1500\1500\1500\1500\1500\1500,600\600\600\600\600\600\600\600\600,2750\2750\2750\2750\2750\2750\2750\2750\2750,2750\2750\2750\2750\2750\2750\2750\2750\2750,400\400\400\400\400\400\400\400\400,500\500\500\500\500\500\500\500\500,3300\4300\5300\7300\9000\16000,3300\4300\5300\7300\9000\16000,3300\4300\5300\7300\9000\16000,3300\4300\5300\7300\9000\16000,3300\4300\5300\7300\9000\16000,3300\4300\5300\7300\9000\16000,3300\4300\5300\7300\9000\16000,3300\4300\5300\7300\9000\16000,3300\4300\5300\7300\9000\16000,
HOTEL5155,Jeevan Beach Resort," Light House Beach, Kovalam, Kerala 695521, Phone: 095445 29957",49,2STAR,Sea Shell\Sea Shore\Bay Watch\Exotica Sea View\Wooden Suite\PearlSeaviewTerrace ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,800\800\800\800\800\800\800\800\800,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,500\500\500\500\500\500\500\500\500,400\400\400\400\400\400\400\400\400,1750\2000\2250\2750\3500\4000,1750\2000\2250\2750\3500\4000,1750\2000\2250\2750\3500\4000,1750\2000\2250\2750\3500\4000,1750\2000\2250\2750\3500\4000,1750\2000\2250\2750\3500\4000,1750\2000\2250\2750\3500\4000,1750\2000\2250\2750\3500\4000,1750\2000\2250\2750\3500\4000,
HOTEL5156,Turtle on the Beach,"VPI\439, ITDC Road, Kovalam, Thiruvananthapuram, Kerala 695527 Phone: 0471 251 4000",49,5STAR,Arabian Sea View\Suite\Durtle Signature Suite\Duplex Room,904\904\904\904\904\904\904\904\904,904\904\904\904\904\904\904\904\904,1500\1500\1500\1500\1500\1500\1500\1500\1500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1500\1500\1500\1500\1500\1500\1500\1500\1500,5500\6000\7250\8750\10500,5500\6000\7250\8750\10500,5500\6000\7250\8750\10500,5500\6000\7250\8750\10500,5500\6000\7250\8750\10500,5500\6000\7250\8750\10500,5500\6000\7250\8750\10500,5500\6000\7250\8750\10500,5500\6000\7250\8750\10500,
HOTEL5157,Hotel Samudra,"G.V.Raja Road, Vellar, Kovalam, Thiruvananthapuram, Kerala 695527 Phone: 0471 248 0089",49,3STAR,Avenue\Deluxe\Premium,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,1243\1243\1243\1243\1243\1243\1243\1243\1243,621\621\621\621\621\621\621\621\621,1000\1000\1000\1000\1000\1000\1000\1000\1000,1500\1500\1500\1500\1500\1500\1500\1500\1500,800\800\800\800\800\800\800\800\800,700\700\700\700\700\700\700\700\700,2832\3822\5010,2832\3822\5010,2832\3822\5010,2832\3822\5010,2832\3822\5010,2832\3822\5010,2832\3822\5010,2832\3822\5010,2832\3822\5010,
HOTEL5158,Soma Palmshore,"Light House Rd, Kovalam, 695521 Phone: 0471 248 6666",49,3STAR,Standard Sea view\Deluxe Sea View\Sea Facing Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,750\750\750\750\750\750\750\750\750,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,800\800\800\800\800\800\800\800\800,700\700\700\700\700\700\700\700\700,2000\2300\2900,2000\2300\2900,2000\2300\2900,2000\2300\2900,2000\2300\2900,2000\2300\2900,2000\2300\2900,2000\2300\2900,2000\2300\2900,
HOTEL5159,Abad Harmonia,"Chowara, Adimalathura, Thiruvananthapuram District, Kovalam, Kerala 695501 Phone: 0484 414 4000",49,3STAR,Superior\Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,250\250\250\250\250\250\250\250\250,1000\1000\1000\1000\1000\1000\1000\1000\1000,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,700\700\700\700\700\700\700\700\700,2500\3000,2500\3000,2500\3000,2500\3000,2500\3000,2500\3000,2500\3000,2500\3000,2500\3000,
HOTEL5160,Jasmine Palace,"Temple Road, Kovalam, Kerala 695527, Phone:094959 43941",49,3STAR,Deluxe\Superior ,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,700\700\700\700\700\700\700\700\700,1350\1350\1350\1350\1350\1350\1350\1350\1350,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,2000\2300,2000\2300,2000\2300,2000\2300,2000\2300,2000\2300,2000\2300,2000\2300,2000\2300,
HOTEL5163,The Travancore Heritage,"Vizhinjam Poovar Road, Adimalathura, Kottukal, Kerala 695501  Phone: 0471 226 7828",53,4STAR,Beach Grove\Heritage Home\Premium Mansion\Heritage Premium\Premium Suite\Pool Mansion,700\700\700\700\700\700\700\700\700,700\700\700\700\700\700\700\700\700,1800\1800\1800\1800\1800\1800\1800\1800\1800,700\700\700\700\700\700\700\700\700,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,3200\4200\4900\5600\6700\10000,3200\4200\4900\5600\6700\10000,3200\4200\4900\5600\6700\10000,3200\4200\4900\5600\6700\10000,3200\4200\4900\5600\6700\10000,3200\4200\4900\5600\6700\10000,3200\4200\4900\5600\6700\10000,3200\4200\4900\5600\6700\10000,3200\4200\4900\5600\6700\10000,
HOTEL5164,Poovar Island Resort,"K.P. VII\911, Pozhiyoor, Trivandrum, Kerala 695513  Phone: 0471 221 2068",53,4STAR,Superior Land cottage\Premium Land Cottage\Floating cottage\Deluxe Floating cottage,700\700\700\700\700\700\700\700\700,700\700\700\700\700\700\700\700\700,1850\1850\1850\1850\1850\1850\1850\1850\1850,900\900\900\900\900\900\900\900\900,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,3750\6000\5800\9500,3750\6000\5800\9500,3750\6000\5800\9500,3750\6000\5800\9500,3750\6000\5800\9500,3750\6000\5800\9500,3750\6000\5800\9500,3750\6000\5800\9500,3750\6000\5800\9500,
HOTEL5165,Isola di Cocco Resort,"Poovar Post Office, Thiruvananthapuram, Kerala 695525 Phone: 0471 221 0008",53,4STAR,Classic Pavilion\Heritage Home\Suite\Tree Top Sea view\Pool Villa,650\650\650\650\650\650\650\650\650,650\650\650\650\650\650\650\650\650,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,3200]\3700\4500\5500\6500,3200\3700\4500\5500\6500,3200\3700\4500\5500\6500,3200\3700\4500\5500\6500,3200\3700\4500\5500\6500,3200\3700\4500\5500\6500,3200\3700\4500\5500\6500,3200\3700\4500\5500\6500,3200\3700\4500\5500\6500,
HOTEL5166,Estuary Island Resort,"Poovar, Trivandrum, Kerala 695525  Phone: 0471 222 9222",53,4STAR,Standard\Garden View\Garden View Cottage\Estuary View\Leisure Villa\Private Pool Villa,744\744\744\744\744\744\744\744\744,744\744\744\744\744\744\744\744\744,1250\1250\1250\1250\1250\1250\1250\1250\1250,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,4000\4250\4500\5250\6000\11000,4000\4250\4500\5250\6000\11000,4000\4250\4500\5250\6000\11000,4000\4250\4500\5250\6000\11000,4000\4250\4500\5250\6000\11000,4000\4250\4500\5250\6000\11000,4000\4250\4500\5250\6000\11000,4000\4250\4500\5250\6000\11000,4000\4250\4500\5250\6000\11000,
HOTEL5167,The Iris Hotel,"No 2, Dr. Thomas Street, T.Nagar, Chennai, Tamil Nadu 600017 Phone: 044 4930 0300",2,3STAR,Deluxe,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,800\800\800\800\800\800\800\800\800,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,2800,2800,2800,2800,2800,2800,2800,2800,2800,
HOTEL5168,Hotel Emerald,"#1, First Main Road, Jayanagar, Tambaram Sanatorium, Chennai, Tamil Nadu 600047    Phone: 044 4398 9595",2,3STAR,Deluxe\Executive \Suite ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,650\650\650\650\650\650\650\650\650,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,2500\2500\4600,2500\2500\4600,2500\2500\4600,2500\2500\4600,2500\2500\4600,2500\2500\4600,2500\2500\4600,2500\2500\4600,2500\2500\4600,
HOTEL5169,Mahalaya,"No.114, GST Road, Opp. Areva, Pallavaram, Chennai, Tamil Nadu 600043   Phone: 044 2264 7170",2,3STAR,Standard,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,900\900\900\900\900\900\900\900\900,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,3300,3300,3300,3300,3300,3300,3300,3300,3300,
HOTEL5170,Benzz Park,"62, Thirumalai Pillai Lane, Thiyagaraya Nagar,Parthasarathy Puram,, Chennai, Tamil Nadu 600017  Phone: 044 4218 9999",2,3STAR,Executive ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,3300,3300,3300,3300,3300,3300,3300,3300,3300,
HOTEL5171,Accord Metropolitan hotel,"Reservations,The Accord Metropolitan G N Chetty Road T- Nagar,Chennai 600 017,Call : +91-44-2816 1000 \ 4391 1000,Fax : +91-44-2816 1001",2,4STAR,Superior,1100\1100\1100\1100\1100\1100\1100\1100\1100,1100\1100\1100\1100\1100\1100\1100\1100\1100,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,5500,5500,5500,5500,5500,5500,5500,5500,5500,
HOTEL5172,Residency Tower,"The Residency Towers Hotel  No. 115 Sir Thyagaraya Road T – Nagar, Chennai-600017  Phone: + 91 44 28156363    ",2,4STAR,Deluxe,1116\1116\1116\1116\1116\1116\1116\1116\1116,1116\1116\1116\1116\1116\1116\1116\1116\1116,1050\1050\1050\1050\1050\1050\1050\1050\1050,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2000\2000\2000\2000\2000\2000\2000\2000,1500\1500\1500\1500\1500\1500\1500\1500\1500,5800,5800,5800,5800,5800,5800,5800,5800,5800,
HOTEL5173,GRT Grand,"120, Sir Thyagaraya Rd, Drivers Colony, T Nagar, Chennai, Tamil Nadu 600017    Phone: 044 2815 0500",2,4STAR,Business Class Double\Screne Room Double\Grand Club Double,1300\1300\1300\1300\1300\1300\1300\1300\1300,1300\1300\1300\1300\1300\1300\1300\1300\1300,1250\1250\1250\1250\1250\1250\1250\1250\2150,625\625\625\625\625\625\625\625\625,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,6300\8645\9262,6300\8645\9262,6300\8645\9262,6300\8645\9262,6300\8645\9262,6300\8645\9262,6300\8645\9262,6300\8645\9262,6300\8645\9262,
HOTEL5174,Radisson Blu GRT Chennai,"No. 531, GST Road, St. Thomas Mount, Chennai, Tamil Nadu 600016   Phone: 044 2231 0101",2,5STAR,Deluxe\Radisson Club\Business Class,1750\1750\1750\1750\1750\1750\1750\1750\1750,1750\1750\1750\1750\1750\1750\1750\1750\1750,2288\2288\2288\2288\2288\2288\2288\2288\2288,926\926\926\926\926\926\926\926\926,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,9262\10497\11115,9262\10497\11115,9262\10497\11115,9262\10497\11115,9262\10497\11115,9262\10497\11115,9262\10497\11115,9262\10497\11115,9262\10497\11115,
HOTEL5175,Rain Tree (St. Mary's Road),"120, St Marys Rd, Austin Nagar, Alwarpet, Chennai, Tamil Nadu 600018   Phone: 044 2430 4050",2,4STAR,Deluxe,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1240\1240\1240\1240\1240\1240\1240\1240\1240,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,6000,6000,6000,6000,6000,6000,6000,6000,6000,
HOTEL5176,The Rain Tree (Annasalai),"636, Anna Salai, Anna Nagar, Saidapet, Chennai, Tamil Nadu 600035  Phone: 044 4393 9999",2,5STAR,Deluxe,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1240\1240\1240\1240\1240\1240\1240\1240\1240,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,3750\4300\5900\8500\12000,5500,5500,5500,5500,5500,5500,5500,5500,
HOTEL5179,My Fortune,"Cathedral Rd, Chennai, Tamil Nadu 600086 Phone: 044 2811 0101",2,5STAR,Fortune Club Room,850\850\850\850\850\850\850\850\850,850\850\850\850\850\850\850\850\850,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,6000,6000,6000,6000,6000,6000,6000,6000,6000,
HOTEL5180,Fortune Select Grand,"1, GST Road, Singaperumal Koil, Chennai - 603204 Phone: 04457 414243",2,4STAR,Standard\Fortune Club Room,1100\1100\1100\1100\1100\1100\1100\1100\1100,1100\1100\1100\1100\1100\1100\1100\1100\1100,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,6000\7000,6000\7000,6000\7000,6000\7000,6000\7000,6000\7000,6000\7000,6000\7000,6000\7000,
HOTEL5181,Monarch,"
 Have Lock Road, Near Police Quarters, Ooty, Tamil Nadu 643001,Phone: 0423 244 4408",19,3STAR,Premier\Knights\Queens\Kings\Suites\Royal Suite,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,1500\1500\1500\1500\1500\1500\1500\1500\1500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,3499\3799\4399\5199\12299\17799,4399\5099\5599\6699\12299\16299,4399\5099\5599\6699\12299\16299,4399\5099\5599\6699\12299\16299,4399\5099\5599\6699\12299\16299,4399\5099\5599\6699\12299\16299,4399\5099\5599\6699\12299\16299,4399\5099\5599\6699\12299\16299,4399\5099\5599\6699\12299\16299,
HOTEL5183,Hill Country," Lovedale Rd, Ooty, Nilgiris, Tamil Nadu, India|Grand Duff Road Valley View Lovedale Ooty Tamil Nadu 643003  Phone: 0423 244 5962",19,4STAR,Deluxe Suite\Premium Suite\Premium Cottage,700\700\700\700\700\700\700\700\700,700\700\700\700\700\700\700\700\700,1598\1598\1598\1598\1523\1523\1523\1523\1523,852\852\852\852\812\812\812\812\812,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,6923\8307\13313,6923\8307\13313,6923\8307\13313,6923\8307\13313,5075\6090\11673,5075\6090\11673,5075\6090\11673,5075\6090\11673,5075\6090\11673,
HOTEL5184,Accord Highland Inn,"4\278, Kotagiri Road Doddabetta Junction, The Nilgiris, Ooty, Tamil Nadu 643001  Phone: 0423 245 0021",19,3STAR,Deluxe\Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,6000,6000,6000,6000,4500,4500,4500,4500,4500,
HOTEL5185,Gem Park,"Sheddon Road, The Nilgiris District, Ooty, Tamil Nadu 643001 Phone: 0423 244 1760",19,4STAR,Deluxe\Luxury Suite,900\900\900\900\900\900\900\900\900,900\900\900\900\900\900\900\900\900,1500\1500\1500\1500\1250\1250\1250\1250\1250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,5500\14000,5500\14000,5500\14000,5500\14000,5500\14000,4750\11000,4750\11000,4750\11000,4750\11000,
HOTEL5186,Meadows residency,"Charing Cross, Coonoor Road, Near SM Hospital, Ooty, Tamil Nadu 643001 Phone: 0423 222 4444",19,3STAR,Pearl\Platinum\Diamond\Love Shore\Love Dale\Meadow Smist,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,1100\1100\1100\1100\1100\1100\1100\1100\1100,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,3756\4466\5481\4974\5984\7004,3756\4466\5481\4974\5984\7004,3756\4466\5481\4974\5984\7004,3756\4466\5481\4974\5984\7004,3756\4466\5481\4974\5984\7004,3756\4466\5481\4974\5984\7004,3756\4466\5481\4974\5984\7004,3756\4466\5481\4974\5984\7004,3756\4466\5481\4974\5984\7004,
HOTEL5187,Fortune Sullivan Resort ," 123, Rose Garden Road, Ooty, Tamil Nadu 643001 Phone: 0423 244 1415",19,4STAR,Standard Room\Fortune Club,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1500\1500\1500\1500\1500\1500\1500\1500\1500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,6000\6500,6000\6500,6000\6500,6000\6500,6000\6500,5500\6000,5500\6000,5500\6000,5500\6000,
HOTEL5188,Sinclairs,"Gorishola Road, Ootacamund, Ooty, Tamil Nadu 643001 Phone: 0423 244 1376",19,3STAR,Deluxe\premier\Superior\Deluxe Suite\The Nilgiri Suite,650\650\650\650\650\650\650\650\650,650\650\650\650\650\650\650\650\650,1700\1700\1700\1700\1700\1700\1700\1700\1700,610\610\610\610\610\610\610\610\610,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,6760\7313\8438\11060\13500,6760\7313\8438\11060\13500,6760\7313\8438\11060\13500,6760\7313\8438\11060\13500,5400\5850\6750\9000\10895,5400\5850\6750\9000\10895,5400\5850\6750\9000\10895,5400\5850\6750\9000\10895,5400\5850\6750\9000\10895,
HOTEL5189,Deccan Park,"Theetukal, Fernhill Post, Ooty, Tamil Nadu 643001 Phone: 0423 244 4003",19,3STAR,Deluxe,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,800\800\800\800\800\800\800\800\800,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,3500,3500,3500,3500,3050,3050,3050,3050,3050,
HOTEL5190,lake view," West Lake Road, Near The Ooty Lake, Ooty, Tamil Nadu 643004 Phone:0423 244 0978",19,2STAR,Deluxe Non Ac Room \Suite Non Ac Room\Executive Suite Non Ac Room\villa,315\315\315\315\315\315\315\315\315,315\315\315\315\315\315\315\315\315,1169\1169\1169\1169\1169\1169\1169\1169\1169,158\158\158\158\158\158\158\158\158,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,3114\3215\3418\3621,3114\3215\3418\3621,3114\3215\3418\3621,3114\3215\3418\3621,3114\3215\3418\3621,2657\2758\2961\3266,2657\2758\2961\3266,2657\2758\2961\3266,2657\2758\2961\3266,
HOTEL5191,Vinagaya Inn Hotel,"No.36-C, Garden Road, Ooty, Tamil Nadu 643001 Phone:0423 244 4395",19,2STAR,Superior\Premium\Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,2500\3000\3700,2500\3000\3700,2500\3000\3700,2500\3000\3700,1800\2200\2500,1800\2200\2500,1800\2200\2500,1800\2200\2500,1800\2200\2500,
