Hotel ID,Hotel_name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(05th Nov to 20th Nov),Season2(01st Oct to 10th Dec),Season3(11th Dec  to 20th Dec),Season4 (21th Dec to 23rd Dec),Season 5(24th Dec ),Season 6(25th Dec to 30th Dec ),Season 7 (31st Dec ),Season 8(01st Jan to 10th Jan),Season 9(11th Jan to 31st Mar),Website
HOTEL4807,Haveli Backwater Resort,"Finishing Point Road, Finishing Point, Alleppey, Kerala - 688 013, Ph. No: 0477 - 226 4444",44,3*,Royal Deluxe\ Grand Royal\ Haveli Suite,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\1\450\450,1000\1000\1000\1000\1000\1000\2200\1000\1000,1000\1000\1000\1000\1000\1000\2200\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3600\4000\4800\0\0\0\0\0\0,3600\4000\4800\0\0\0\0\0\0,3600\4000\4800\0\0\0\0\0\0,4100\4500\5300\0\0\0\0\0\0,4100\4500\5300\0\0\0\0\0\0,4100\4500\5300\0\0\0\0\0\0,6500\6900\7700\0\0\0\0\0\0,4100\4500\5300\0\0\0\0\0\0,3600\4000\4800\0\0\0\0\0\0,www.havelibackwaterresorts.com
HOTEL4808,Fortune Hotel The South Park," MG Road, Thiruvananthapuram, Kerala 695034, Phone:0471 233 3333",56,4* ,Standard Deluxe\Fortune Park Chamber,650\650\650\650\650\650\650\650\650,600\650\650\650\650\650\650\650\650,1050\1050\1050\1050\1050\1050\1050\1050\1050,1050\1050\1050\1050\1050\1050\1050\1050\1050,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5950\6550\0\0\0\0\0\0\0,5950\6550\0\0\0\0\0\0\0,5950\6550\0\0\0\0\0\0\0,5950\6550\0\0\0\0\0\0\0,5950\6550\0\0\0\0\0\0\0,5950\6550\0\0\0\0\0\0\0,5950\6550\0\0\0\0\0\0\0,5950\6550\0\0\0\0\0\0\0,5950\6550\0\0\0\0\0\0\0,www.thesouthpark.com
HOTEL4810,S P Grand Days," Near New Flyover, Panavila, Thycaud, Thiruvananthapuram, Kerala 695014, Phone:0471 233 3344",56,4* ,Deluxe \Premium\Grand Suite,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,964\964\964\964\964\964\964\964\964,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3615\4820\6025\0\0\0\0\0\0,3615\4820\6025\0\0\0\0\0\0,3615\4820\6025\0\0\0\0\0\0,3615\4820\6025\0\0\0\0\0\0,3615\4820\6025\0\0\0\0\0\0,3615\4820\6025\0\0\0\0\0\0,3615\4820\6025\0\0\0\0\0\0,3615\4820\6025\0\0\0\0\0\0,3615\4820\6025\0\0\0\0\0\0,www.spgranddays.com
HOTEL4811,Biveras Suites,"Kumarapuram,, Medical College P O, Thiruvananthapuram, Kerala 695011, Phone:0471 421 1111",56,3*,Executive\Deluxe\Super Deluxe\Suite,375\375\375\375\375\375\375\375\375,375\375\375\375\375\375\375\375\375,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2600\2800\3600\3900\0\0\0\0\0,2600\2800\3600\3900\0\0\0\0\0,2600\2800\3600\3900\0\0\0\0\0,2600\2800\3600\3900\0\0\0\0\0,2600\2800\3600\3900\0\0\0\0\0,2600\2800\3600\3900\0\0\0\0\0,2600\2800\3600\3900\0\0\0\0\0,2600\2800\3600\3900\0\0\0\0\0,2600\2800\3600\3900\0\0\0\0\0,biverah.com
HOTEL4812,The Capital,"Near GPO, Pulimood, Thiruvananthapuram, Kerala 695001, Phone:0471 247 1987",56,3*,Standard\Junior Suite\Deluxe Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\1\400\400,600\600\600\600\600\600\1600\600\600,600\600\600\600\600\600\1600\600\600,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2600\3500\4500\0\0\0\0\0\0,2600\3500\4500\0\0\0\0\0\0,2600\3500\4500\0\0\0\0\0\0,2600\3500\4500\0\0\0\0\0\0,2600\3500\4500\0\0\0\0\0\0,2600\3500\4500\0\0\0\0\0\0,5100\6000\7000\0\0\0\0\0\0,2600\3500\4500\0\0\0\0\0\0,2600\3500\4500\0\0\0\0\0\0,www.thecapital.in
HOTEL4814,Hotel Chaithram,"Near KSRTC Bus Stand, Thampanoor, Thiruvananthapuram, Kerala 695001, Phone:0471 233 0977",56,2* ,Deluxe\Premium\Suite,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,602\602\657\666\1018\591\591\591\591,296\296\296\296\296\296\296\296\296,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1644\2350\2653\0\0\0\0\0\0,1644\2350\2653\0\0\0\0\0\0,1644\2350\2653\0\0\0\0\0\0,1644\2350\2653\0\0\0\0\0\0,1644\2350\2653\0\0\0\0\0\0,1644\2350\2653\0\0\0\0\0\0,1644\2350\2653\0\0\0\0\0\0,1644\2350\2653\0\0\0\0\0\0,1644\2350\2653\0\0\0\0\0\0,chaithram-hotel.onetime.com
HOTEL4817,Turtle on the Beach,"VPI/439, ITDC Road, Kovalam, Thiruvananthapuram, Kerala 695527,Phone:0471 251 4000",49,5*,Arabian Sea View\Suite\Turtle Signature Suite\Duplex Room,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\1\750\750,1250\2000\2000\2500\2500\2500\5000\2500\2000,1250\1000\1000\2500\2500\2500\5000\2500\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,8750\10250\12750\13250\0\0\0\0\0,8750\10250\12750\13250\0\0\0\0\0,8750\10250\12750\13250\0\0\0\0\0,14000\16250\18750\20750\0\0\0\0\0,14000\16250\18750\20750\0\0\0\0\0,14000\16250\18750\20750\0\0\0\0\0,19000\21250\23750\25750\0\0\0\0\0,14000\16250\18750\20750\0\0\0\0\0,8750\10250\12750\13250\0\0\0\0\0,www.seaturtlestatus.org
HOTEL4818,Uday Samudra,"GV Raja Rd, Kovalam, Thiruvananthapuram, Kerala 695527, Phone:0471 248 3111",49,4* ,Ayur Ashram\Attrium\Exotica Premium\Deluxe Suite\Presidential Suite\Maharaja Suite,850\850\850\850\850\850\850\850\850,850\850\850\850\1\850\1\850\850,2000\2000\2000\2000\5000\2000\7000\2000\2000,600\600\600\600\2600\600\3600\600\600,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5900\6900\7900\10900\15900\25900\0\0\0,5900\6900\7900\10900\15900\25900\0\0\0,5900\6900\7900\10900\15900\25900\0\0\0,8900\9900\10900\12900\17900\27900\0\0\0,14900\15900\16900\18900\23900\33900\0\0\0,8900\9900\10900\12900\17900\27900\0\0\0,18900\19900\20900\22900\27900\37900\0\0\0,8900\9900\10900\12900\17900\27900\0\0\0,5900\6900\7900\10900\15900\25900\0\0\0,www.udayasamudrakovalam.com
HOTEL4819,Hotel Samudra,"G.V.Raja Road, Samudra Beach, Kovalam, Thiruvananthapuram, Kerala 695527, Phone:0471 248 0089",49,4* ,Avenue\Deluxe\Premium,608\608\608\608\608\608\608\608\608,562\608\608\1\1\1\1\1\608,859\1125\0\0\0\0\0\0\0,430\564\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3746\5663\8539\0\0\0\0\0\0,3746\5663\8539\0\0\0\0\0\0,3746\5663\8539\0\0\0\0\0\0,5417\7737\12227\0\0\0\0\0\0,9841\12161\16651\0\0\0\0,5417\7737\12227\0\0\0\0\0\0,9841\12161\16651\0\0\0\0,5417\7737\12227\0\0\0\0\0\0,3746\5663\8539\0\0\0\0\0\0,www.samudrakovalam.com
HOTEL4820,Soma Palmshore,"Light House Road, Kovalam Beach, Thiruvananthapuram, Kerala 695521, Phone:0471 248 6666",49,3*,STD Sea View\Deluxe Sea View\Sea Facing Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\1\500\1\500\500,750\750\750\750\3250\750\4250\750\750,350\350\350\350\2850\350\3850\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3100\3400\4920\0\0\0\0\0\0,3100\3400\4920\0\0\0\0\0\0,3100\3400\4920\0\0\0\0\0\0,4200\4500\6720\0\0\0,9200\9500\11720\0\0\0\0\0\0,4200\4500\6720\0\0\0,11200\11500\13720\0\0\0\0\0\0,4200\4500\6720\0\0\0,4200\4500\6720\0\0\0,www.somapalmshore.com
HOTEL4821,Abad Harmonia,"Chowara Beach, Adimalathura, Thiruvananthapuram, Kovalam, Kerala 695501, Phone:0484 414 4000",49,3*,Superior\Cottage,450\450\450\450\450\450\450\450\450,450\450\450\450\1\450\1\450\450,1000\1000\1000\1000\2000\1000\2250\1000\1000,250\250\250\250\1250\250\1500\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3000\3500\0\0\0\0\0\0\0,3000\3500\0\0\0\0\0\0\0,3000\3500\0\0\0\0\0\0\0,4000\4500\0\0\0\0\0\0\0,6000\6500\0\0\0\0\0\0\0,4000\4500\0\0\0\0\0\0\0,6500\7000\0\0\0\0\0\0\0,4000\4500\0\0\0\0\0\0\0,3000\3500\0\0\0\0\0\0\0,www.abadhotels.com/harmonia
HOTEL4822,Samudratheeram Resort," I T D C Grove Beach, Kovalam, Thiruvananthapuram, Kerala 695527, Phone:0471 248 823",49,3*,Deluxe\Ocean View\Superior,500\500\500\750\750\750\750\750\500,500\500\500\750\750\750\1\750\500,850\850\850\1000\1000\1000\3000\1000\850,500\500\500\650\650\650\2750\650\650,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2600\2800\4000\0\0\0\0\0\0,2600\2800\4000\0\0\0\0\0\0,2600\2800\4000\0\0\0\0\0\0,3900\4200\5000\0\0\0\0\0\0,3900\4200\5000\0\0\0\0\0\0,3900\4200\5000\0\0\0\0\0\0,7900\8200\9000\0\0\0\0\0\0,3900\4200\5000\0\0\0\0\0\0,2600\2800\4000\0\0\0\0\0\0,samudratheeram.com
HOTEL4823,Sagara Beach Resort,"Light House Road, Vizhinjam Harbour Rd, Near Light House, Vizhinjam, Kovalam, Kerala 695527, Phone:0471 399 9000",49,3*,Standard\Deluxe\Palace Sea View,600\600\600\600\600\600\600\600\600,600\600\600\600\1\600\1\600\600,1000\1000\1000\1000\3000\1000\3000\1000\1000,500\500\500\500\2500\500\2500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3300\3950\5000\0\0\0\0\0\0,3300\3950\5000\0\0\0\0\0\0,3300\3950\5000\0\0\0\0\0\0,4300\4950\6000\0\0\0\0\0\0,8300\8950\10000\0\0\0\0\0\0,4300\4950\6000\0\0\0\0\0\0,8300\8950\10000\0\0\0\0\0\0,4300\4950\6000\0\0\0\0\0\0,3300\3950\5000\0\0\0\0\0\0,www.sagarakovalam.com
HOTEL4824,Jasmine Palace,"Temple Road, Kovalam, Kerala 695527, Phone:094959 43941",49,3*,Deluxe\Superior ,450\450\450\450\450\450\450\450\450,450\450\450\450\1\450\1\450\450,650\650\650\900\2400\900\2900\900\650,500\350\350\500\1250\500\1500\500\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2700\3000\0\0\0\0\0\0\0,2700\3000\0\0\0\0\0\0\0,2700\3000\0\0\0\0\0\0\0,3700\4000\0\0\0\0\0\0\0,6700\7000\0\0\0\0\0\0\0,3700\4000\0\0\0\0\0\0\0,7700\8000\0\0\0\0\0\0\0,3700\4000\0\0\0\0\0\0\0,2700\3000\0\0\0\0\0\0\0,www.jasminepalaceresort.com
HOTEL4825,Jeevan Beach Resort,"Hawa Beach, Kovalam, Vizhinjam, Thiruvananthapuram, Kerala 695521, Phone:0471 248 0662",49,2*,Sea Shell (Partial Sea View)\Sea Shore (Partial Sea View over the Pool)\Bay Watch (Sun set sea View)\Exotic Sea View\Wooden Suite\Pearl Sea View,400\400\400\400\400\400\400\400\400,500\400\400\400\1\400\1\400\400,800\800\800\1500\2500\1500\3500\1500\800,500\500\500\650\1150\650\1650\650\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2100\3000\3500\4500\5500\7500\0\0\0,2100\3000\3500\4500\5500\7500\0\0\0,2100\3000\3500\4500\5500\7500\0\0\0,3600\4500\5000\6000\7000\9000\0\0\0,5600\6500\7000\8000\9000\11000\0\0\0,3600\4500\5000\6000\7000\9000\0\0\0,7600\8500\9000\10000\11000\13000\0\0\0,3600\4500\5000\6000\7000\9000\0\0\0,2100\3000\3500\4500\5500\7500\0\0\0,www.jeevanresort.net
HOTEL4827,Poovar Island Resort,"K.P. VII/911, Pozhiyoor, Trivandrum, Kerala 695513, Phone:0471 221 2068",53,4*,Superior Land cottage\Premium Land Cottage\Floating cottage\Deluxe Floating cottage,700\700\700\700\700\700\700\700\700,600\700\700\700\1\700\1\700\700,1750\1750\1750\1750\5250\1750\8750\1750\1750,800\800\800\800\4300\800\7800\800\800,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5600\7500\7500\10500\0\0\0\0\0,5600\7500\7500\10500\0\0\0\0\0,5600\7500\7500\10500\0\0\0\0\0,7500\10000\11000\12500\0\0\0\0\0,14500\17000\18000\19500\0\0\0\0\0,7500\10000\11000\12500\0\0\0\0\0,21500\24000\25000\26500\0\0\0\0\0,7500\10000\11000\12500\0\0\0\0\0,5600\7500\7500\10500\0\0\0\0\0,www.poovarislandresort.com
HOTEL4828,Isola di Cocco Resort,"Poovar Post Office, Trivandrum, Kerala 695525, Phone:0471 221 0008",53,4*,Classic Pavilion\Heritage Home\Suite\Tree Top Sea view,750\750\750\750\750\750\750\750\750,500\750\750\750\1\750\1\750\750,1300\1300\1300\1500\3000\1500\7500\1500\1300,1000\1000\1000\1200\2700\1200\7200\1200\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4900\5700\7000\7700\0\0\0\0\0,4900\5700\7000\7700\0\0\0\0\0,4900\5700\7000\7700\0\0\0\0\0,6800\7500\8900\9800\0\0\0\0\0,12800\13500\14900\15800\0\0\0\0\0,6800\7500\8900\9800\0\0\0\0\0,18800\19500\20900\21800\0\0\0\0\0,6800\7500\8900\9800\0\0\0\0\0,4900\5700\7000\7700\0\0\0\0\0,www.isoladicocco.com
HOTEL4829,Estuary Island Resort," Poovar, Trivandrum, Kerala 695525, Phone:0471 222 9222",53,4*,Garden View\Garden View Cottage\Estuary View\Leisure Villa,650\650\650\650\650\650\650\650\650,650\650\650\650\1\650\1\650\650,1500\1500\1500\1750\1750\1750\4250\1750\1500,750\750\750\875\875\875\3375\875\875,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5500\5750\6750\8750\0\0\0\0\0,5500\5750\6750\8750\0\0\0\0\0,5500\5750\6750\8750\0\0\0\0\0,7500\8250\9250\11000\0\0\0\0\0,7500\8250\9250\11000\0\0\0\0\0,7500\8250\9250\11000\0\0\0\0\0,12500\13250\14250\16000\0\0\0\0\0,7500\8250\9250\11000\0\0\0\0\0,5500\5750\6750\8750\0\0\0\0\0,www.estuaryisland.com
HOTEL4830,queenway park,"New No.4/40, Unnamalaiammal street, North Usman road, T.Nagar, Chennai, Tamil Nadu 600017,Phone:044 4212 1166",2,2*,Deluxe Ac Room \Deluxe Suite Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,570\570\570\570\570\570\570\570\570,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2614\3218\0\0\0\0\0\0\0,2614\3218\0\0\0\0\0\0\0,2614\3218\0\0\0\0\0\0\0,2614\3218\0\0\0\0\0\0\0,2614\3218\0\0\0\0\0\0\0,2614\3218\0\0\0\0\0\0\0,2614\3218\0\0\0\0\0\0\0,2614\3218\0\0\0\0\0\0\0,2614\3218\0\0\0\0\0\0\0,www.queenswaypark.com
HOTEL4831,The pandian hotel,"No. 15, Kenneth Lane, Egmore, Chennai, Tamil Nadu 600008, Phone:044 2819 1010",2,2*,Executive Ac Room\Deluxe Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2260\2500\0\0\0\0\0\0\0,2260\2500\0\0\0\0\0\0\0,2260\2500\0\0\0\0\0\0\0,2260\2500\0\0\0\0\0\0\0,2260\2500\0\0\0\0\0\0\0,2260\2500\0\0\0\0\0\0\0,2260\2500\0\0\0\0\0\0\0,2260\2500\0\0\0\0\0\0\0,2260\2500\0\0\0\0\0\0\0,www.hotelpandian.com
HOTEL4832,Hotel The Iris,"No 2, Dr. Thomas Street, T.Nagar, Chennai, Tamil Nadu 600017, Phone:044 4930 0300",2,3*,Studio Ac Room \Executive Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2600\3100\0\0\0\0\0\0\0,2600\3100\0\0\0\0\0\0\0,2600\3100\0\0\0\0\0\0\0,2600\3100\0\0\0\0\0\0\0,2600\3100\0\0\0\0\0\0\0,2600\3100\0\0\0\0\0\0\0,2600\3100\0\0\0\0\0\0\0,2600\3100\0\0\0\0\0\0\0,2600\3100\0\0\0\0\0\0\0,www.theirischennai.com
HOTEL4833,The Chairot,"No.4, Thirumalai Road, T.Nagar, Chennai, Tamil Nadu 600017, Phone:098849 71890",2,3*,Deluxe Ac Room \Club Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2800\3800\0\0\0\0\0\0\0,2800\3800\0\0\0\0\0\0\0,2800\3800\0\0\0\0\0\0\0,2800\3800\0\0\0\0\0\0\0,2800\3800\0\0\0\0\0\0\0,2800\3800\0\0\0\0\0\0\0,2800\3800\0\0\0\0\0\0\0,2800\3800\0\0\0\0\0\0\0,2800\3800\0\0\0\0\0\0\0,www.thechariotchennai.com
HOTEL4834,Quality Inn Sabari,"29, Thirumalaipillai Road, T Nagar, Chennai, Tamil Nadu 600017, Phone:044 4904 3030",2,3*,Deluxe Ac Room \Deluxe Suite Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,1000\1000\1000\1000\1000\1000\1000\1000\1000,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3500\5000\0\0\0\0\0\0\0,3500\5000\0\0\0\0\0\0\0,3500\5000\0\0\0\0\0\0\0,3500\5000\0\0\0\0\0\0\0,3500\5000\0\0\0\0\0\0\0,3500\5000\0\0\0\0\0\0\0,3500\5000\0\0\0\0\0\0\0,3500\5000\0\0\0\0\0\0\0,3500\5000\0\0\0\0\0\0\0,www.booking.com/Quality-Inn-Sabari
HOTEL4835,Benzz park,"#62 (Old #41), Thirumalai Pillai Road, T.Nagar, Chennai, Tamil Nadu 600017, Phone:044 2815 9999",2,3*,Executive Ac Room\Deluxe Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,900\900\900\900\900\900\900\900\900,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,www.benzzpark.com
HOTEL4836,Hotel Ramada," Gandhi Irwin Rd, Egmore, Chennai, IN 600008,Phone:044 3000 4777 ",2,4*,Executive Ac Room\Deluxe Ac Room,550\550\550\550\550\550\550\550\550,550\550\550\550\550\550\550\550\550,1200\1200\1200\1200\1200\1200\1200\1200\1200,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4850\5400\0\0\0\0\0\0\0,4850\5400\0\0\0\0\0\0\0,4850\5400\0\0\0\0\0\0\0,4850\5400\0\0\0\0\0\0\0,4850\5400\0\0\0\0\0\0\0,4850\5400\0\0\0\0\0\0\0,4850\5400\0\0\0\0\0\0\0,4850\5400\0\0\0\0\0\0\0,4850\5400\0\0\0\0\0\0\0,www.ramada.com
HOTEL4837,Green park," No. 183, Nsk Salai,Arcot Road,Vadapalani, Chennai, Tamil Nadu 600026, Phone:044 2375 7575",2,4*,Deluxe Ac Room \Business Club Ac Room,700\700\700\700\700\700\700\700\700,700\700\700\700\700\700\700\700\700,1100\1100\1100\1100\1100\1100\1100\1100\1100,600\600\600\600\600\600\600\600\600,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5900\7500\0\0\0\0\0\0\0,5900\7500\0\0\0\0\0\0\0,5900\7500\0\0\0\0\0\0\0,5900\7500\0\0\0\0\0\0\0,5900\7500\0\0\0\0\0\0\0,5900\7500\0\0\0\0\0\0\0,5900\7500\0\0\0\0\0\0\0,5900\7500\0\0\0\0\0\0\0,5900\7500\0\0\0\0\0\0\0,www.hotelgreenpark.com
HOTEL4838,The Ambassador Pallava,"No. 30, Montieth Road, Egmore, Chennai, Tamil Nadu 600008, Phone:044 2855 4476 ",2,4*,Deluxe Ac Room ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3800\0\0\0\0\0\0\0\0,3800\0\0\0\0\0\0\0\0,3800\0\0\0\0\0\0\0\0,3800\0\0\0\0\0\0\0\0,3800\0\0\0\0\0\0\0\0,3800\0\0\0\0\0\0\0\0,3800\0\0\0\0\0\0\0\0,3800\0\0\0\0\0\0\0\0,3800\0\0\0\0\0\0\0\0,www.ambassadorindia.com
HOTEL4839,The Raj park hotel,"No.7, A Block (TNHB), Golden Jublee Apartmants, Anna Main Rd, Sector 12, KK Nagar, Chennai, Tamil Nadu 600078, Phone:093811 90126",2,3*,Deluxe Ac Room ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3500\0\0\0\0\0\0\0\0,4000\0\0\0\0\0\0\0\0,4000\0\0\0\0\0\0\0\0,4000\0\0\0\0\0\0\0\0,4000\0\0\0\0\0\0\0\0,4000\0\0\0\0\0\0\0\0,4000\0\0\0\0\0\0\0\0,4000\0\0\0\0\0\0\0\0,4000\0\0\0\0\0\0\0\0,www.rajpark.com
HOTEL4840,The Arcadia hotel," 4, Avinashi Road, Coimbatore, Tamil Nadu 641018, Phone:0422 456 7777",4,3*,Deluxe Ac Room\Suite Ac Room ,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3900\4700\0\0\0\0\0\0\0,3950\4700\0\0\0\0\0\0\0,3950\4700\0\0\0\0\0\0\0,3950\4700\0\0\0\0\0\0\0,3950\4700\0\0\0\0\0\0\0,3950\4700\0\0\0\0\0\0\0,3950\4700\0\0\0\0\0\0\0,3950\4700\0\0\0\0\0\0\0,3950\4700\0\0\0\0\0\0\0,www.hotelthearcadia.com
HOTEL4841,CAG Pride," #312, Bharathiyar Rd, Coimbatore, Tamil Nadu 641044, Phone:0422 431 7777",4,3*,Deluxe Ac Room \Executive Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3650\4850\0\0\0\0\0\0\0,4000\4400\0\0\0\0\0\0\0,4000\4400\0\0\0\0\0\0\0,4000\4400\0\0\0\0\0\0\0,4000\4400\0\0\0\0\0\0\0,4000\4400\0\0\0\0\0\0\0,4000\4400\0\0\0\0\0\0\0,4000\4400\0\0\0\0\0\0\0,4000\4400\0\0\0\0\0\0\0,www.coimbatore.com/hotelcagpride
HOTEL4842,Vijaya Park Inn,"101, Senguptha Street, Ram Nagar, Coimbatore, Tamil Nadu 641009, Phone:073738 50000",4,3*,Deluxe Ac Room\Executive Ac Room\Suite Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2750\3100\3950\0\0\0\0\0\0,2700\3050\3950\0\0\0\0\0\0,2700\3050\3950\0\0\0\0\0\0,2700\3050\3950\0\0\0\0\0\0,2700\3050\3950\0\0\0\0\0\0,2700\3050\3950\0\0\0\0\0\0,2700\3050\3950\0\0\0\0\0\0,2700\3050\3950\0\0\0\0\0\0,2700\3050\3950\0\0\0\0\0\0,www.vijayparkinn.com
